gara,giro,timestamp,categoria,pilota,bandiera,testo,penalita_secondi
Monaco,68,2026-06-07 14:51:29,Other,RUS,,FIA STEWARDS: DRIVE THROUGH PENALTY FOR CAR 63 (RUS) - FAILING TO SERVE TIME PENALTY CORRECTLY,
Monaco,68,2026-06-07 14:54:39,Other,HAD,,FIA STEWARDS: UPDATE: INCIDENT INVOLVING CAR 6 (HAD) UNDER INVESTIGATION - SAFETY CAR INFRINGEMENT (16:33:48),
Monaco,68,2026-06-07 14:58:50,Other,HAM,,INCIDENT INVOLVING CAR 44 (HAM) NOTED - SAFETY CAR INFRINGEMENT (16:34:03),
Monaco,68,2026-06-07 14:59:03,Other,HAM,,FIA STEWARDS: INCIDENT INVOLVING CAR 44 (HAM) UNDER INVESTIGATION - SAFETY CAR INFRINGEMENT (16:34:03),
Monaco,68,2026-06-07 15:00:42,Other,,,RACE WILL RESUME AT 17:12,
Monaco,68,2026-06-07 15:00:48,Flag,,CLEAR,TRACK CLEAR,
Monaco,68,2026-06-07 15:06:29,Other,,,SAFETY CAR LIGHTS ON,
Monaco,69,2026-06-07 15:13:47,Other,HAM,,FIA STEWARDS: INCIDENT INVOLVING CAR 44 (HAM) NO FURTHER ACTION - SAFETY CAR INFRINGEMENT (16:34:03),
Monaco,70,2026-06-07 15:14:26,Other,,,STANDING START,
Monaco,71,2026-06-07 15:17:34,Flag,,YELLOW,YELLOW IN TRACK SECTOR 10,
Monaco,71,2026-06-07 15:17:36,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 10,
Monaco,71,2026-06-07 15:17:41,Flag,,YELLOW,YELLOW IN TRACK SECTOR 9,
Monaco,71,2026-06-07 15:17:47,Flag,,CLEAR,CLEAR IN TRACK SECTOR 10,
Monaco,71,2026-06-07 15:17:52,Flag,,CLEAR,CLEAR IN TRACK SECTOR 9,
Monaco,71,2026-06-07 15:17:59,Other,,,OVERTAKE ENABLED,
Monaco,72,2026-06-07 15:18:09,Other,COL,,CAR 43 (COL) LAP DELETED - TRACK LIMITS AT TURN 1 LAP 65 16:31:10 (PIT),
Monaco,73,2026-06-07 15:19:35,Other,HAD,,INCIDENT INVOLVING CAR 6 (HAD) NOTED - RED FLAG INFRINGEMENT,
Monaco,73,2026-06-07 15:19:53,Other,HAD,,FIA STEWARDS: INCIDENT INVOLVING CAR 6 (HAD) NO FURTHER ACTION - SAFETY CAR INFRINGEMENT (16:33:48),
Monaco,73,2026-06-07 15:20:04,Other,RUS,,FIA STEWARDS: PENALTY SERVED - DRIVE THROUGH PENALTY FOR CAR 63 (RUS) - FAILING TO SERVE TIME PENALTY CORRECTLY,
Monaco,73,2026-06-07 15:20:11,Other,HAD,,FIA STEWARDS: INCIDENT INVOLVING CAR 6 (HAD) WILL BE INVESTIGATED AFTER THE RACE - RED FLAG INFRINGEMENT,
Monaco,74,2026-06-07 15:21:30,Other,,,TURN 8 INCIDENT INVOLVING CARS 43 (COL) AND 55 (SAI) NOTED - CAUSING A COLLISION (17:17:33),
Monaco,75,2026-06-07 15:22:02,Other,,,FIA STEWARDS: TURN 8 INCIDENT INVOLVING CARS 43 (COL) AND 55 (SAI) UNDER INVESTIGATION - CAUSING A COLLISION (17:17:33),
Monaco,75,2026-06-07 15:22:47,Other,PER,,INCIDENT INVOLVING CAR 11 (PER) NOTED - FALSE START - OUT OF POSITION (17:21:35),
Monaco,76,2026-06-07 15:23:38,Other,PER,,FIA STEWARDS: INCIDENT INVOLVING CAR 11 (PER) UNDER INVESTIGATION - FALSE START - OUT OF POSITION (17:21:35),
Monaco,76,2026-06-07 15:23:56,Other,HUL,,CAR 27 (HUL) TIME 1:19.754 DELETED - TRACK LIMITS AT TURN 10 LAP 72 17:19:04,
Monaco,76,2026-06-07 15:23:57,Other,LIN,,CAR 41 (LIN) TIME 1:18.393 DELETED - TRACK LIMITS AT TURN 10 LAP 73 17:20:22,
Monaco,78,2026-06-07 15:26:43,Flag,,CHEQUERED,CHEQUERED FLAG,
Monaco,78,2026-06-07 15:27:25,Other,,,TURN 8 INCIDENT INVOLVING CARS 27 (HUL) AND 55 (SAI) NOTED - CAUSING A COLLISION,
Monaco,78,2026-06-07 15:27:34,Other,PER,,FIA STEWARDS: INCIDENT INVOLVING CAR 11 (PER) WILL BE INVESTIGATED AFTER THE RACE - FALSE START - OUT OF POSITION (17:21:35),
Monaco,78,2026-06-07 15:28:00,Other,,,FIA STEWARDS: TURN 8 INCIDENT INVOLVING CARS 27 (HUL) AND 55 (SAI) UNDER INVESTIGATION - CAUSING A COLLISION,
Monaco,78,2026-06-07 15:28:20,Other,HUL,,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 27 (HUL) - CAUSING A COLLISION,10
Monaco,78,2026-06-07 15:28:29,Other,,,FIA STEWARDS: TURN 8 INCIDENT INVOLVING CARS 43 (COL) AND 55 (SAI) NO FURTHER ACTION - CAUSING A COLLISION (17:17:33),
Monaco,78,2026-06-07 15:28:38,Other,,,ALL PASS HOLDERS MAY ACCESS THE PIT LANE,
Monaco,78,2026-06-07 15:29:56,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 10,
Monaco,78,2026-06-07 15:30:22,Flag,,YELLOW,YELLOW IN TRACK SECTOR 9,
Monaco,78,2026-06-07 15:33:10,Flag,,CLEAR,CLEAR IN TRACK SECTOR 9,
Monaco,78,2026-06-07 15:35:58,Flag,,CLEAR,CLEAR IN TRACK SECTOR 10,
Spagna,1,2026-06-14 12:20:00,Flag,,GREEN,GREEN LIGHT - PIT EXIT OPEN,
Spagna,1,2026-06-14 10:06:19,Other,,,AIR TEMPERATURE 3 HOURS BEFORE THE F1 RACE = 30.9 DEGREES,
Spagna,1,2026-06-14 12:06:40,Other,,,BLUE HEAD PADDING MATERIAL MUST BE USED,
Spagna,1,2026-06-14 12:20:00,Flag,,GREEN,GREEN LIGHT - PIT EXIT OPEN,
Spagna,1,2026-06-14 12:30:00,Other,,,PIT EXIT CLOSED,
Spagna,1,2026-06-14 12:32:58,Flag,,YELLOW,YELLOW IN TRACK SECTOR 12,
Spagna,1,2026-06-14 12:33:48,Flag,,YELLOW,YELLOW IN TRACK SECTOR 10,
Spagna,1,2026-06-14 12:34:13,Flag,,CLEAR,CLEAR IN TRACK SECTOR 12,
Spagna,1,2026-06-14 12:34:51,Flag,,CLEAR,CLEAR IN TRACK SECTOR 10,
Spagna,1,2026-06-14 12:36:10,Flag,,YELLOW,YELLOW IN TRACK SECTOR 2,
Spagna,1,2026-06-14 12:36:25,Flag,,CLEAR,CLEAR IN TRACK SECTOR 2,
Spagna,1,2026-06-14 12:43:51,Flag,,YELLOW,YELLOW IN TRACK SECTOR 2,
Spagna,1,2026-06-14 12:44:23,Flag,,CLEAR,CLEAR IN TRACK SECTOR 2,
Spagna,1,2026-06-14 12:45:00,Other,,,RISK OF RAIN FOR THE F1 RACE IS 0%,
Spagna,1,2026-06-14 12:57:03,Other,,,OVERTAKE DISABLED,
Spagna,1,2026-06-14 13:03:28,Flag,,GREEN,GREEN LIGHT - PIT EXIT OPEN,
Spagna,1,2026-06-14 13:04:42,Other,,,OVERTAKE ENABLED,
Spagna,3,2026-06-14 13:06:50,Other,HUL,,TURN 1 INCIDENT INVOLVING CAR 27 (HUL) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE (15:03:43),
Spagna,3,2026-06-14 13:07:11,Other,LIN,,TURN 1 INCIDENT INVOLVING CAR 41 (LIN) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE (15:03:43),
Spagna,5,2026-06-14 13:09:00,Other,LIN,,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CAR 41 (LIN) UNDER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE (15:03:43),
Spagna,5,2026-06-14 13:09:05,Other,HUL,,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CAR 27 (HUL) UNDER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE (15:03:43),
Spagna,8,2026-06-14 13:13:56,Other,,,TURN 12 INCIDENT INVOLVING CARS 87 (BEA) AND 6 (HAD) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK (15:04:44),
Spagna,9,2026-06-14 13:15:02,Other,,,TURN 12 INCIDENT INVOLVING CARS 31 (OCO) AND 5 (BOR) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK (15:04:44),
Spagna,10,2026-06-14 13:16:59,Other,ALB,,INCIDENT INVOLVING CAR 23 (ALB) NOTED - STARTING PROCEDURE INFRINGEMENT (14:59:45),
Spagna,11,2026-06-14 13:18:32,Other,HUL,,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CAR 27 (HUL) NO FURTHER ACTION - LEAVING THE TRACK AND GAINING AN ADVANTAGE (15:03:43),
Spagna,12,2026-06-14 13:18:46,Other,LIN,,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CAR 41 (LIN) NO FURTHER ACTION - LEAVING THE TRACK AND GAINING AN ADVANTAGE (15:03:43),
Spagna,12,2026-06-14 13:18:59,Other,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 12,
Spagna,12,2026-06-14 13:19:38,Other,GAS,,CAR 10 (GAS) TIME 1:26.055 DELETED - TRACK LIMITS AT TURN 13 LAP 10 15:17:40,
Spagna,13,2026-06-14 13:20:10,Other,,,FIA STEWARDS: TURN 12 INCIDENT INVOLVING CARS 87 (BEA) AND 6 (HAD) REVIEWED NO FURTHER INVESTIGATION - FORCING ANOTHER DRIVER OFF THE TRACK (15:04:44),
Spagna,13,2026-06-14 13:20:32,Other,,,FIA STEWARDS: TURN 12 INCIDENT INVOLVING CARS 31 (OCO) AND 5 (BOR) REVIEWED NO FURTHER INVESTIGATION - FORCING ANOTHER DRIVER OFF THE TRACK (15:04:44),
Spagna,13,2026-06-14 13:21:29,Flag,,CLEAR,CLEAR IN TRACK SECTOR 12,
Spagna,15,2026-06-14 13:23:21,Other,ALB,,FIA STEWARDS: INCIDENT INVOLVING CAR 23 (ALB) WILL BE INVESTIGATED AFTER THE RACE - STARTING PROCEDURE INFRINGEMENT (14:59:45),
Spagna,16,2026-06-14 13:24:44,Other,SAI,,INCIDENT INVOLVING CAR 55 (SAI) NOTED - STARTING PROCEDURE INFRINGEMENT,
Spagna,16,2026-06-14 13:25:46,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:25:45,
Spagna,22,2026-06-14 13:33:18,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:33:17,
Spagna,22,2026-06-14 13:33:38,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:33:38,
Spagna,23,2026-06-14 13:34:19,Other,SAI,,FIA STEWARDS: INCIDENT INVOLVING CAR 55 (SAI) WILL BE INVESTIGATED AFTER THE RACE - STARTING PROCEDURE INFRINGEMENT (15:01:09),
Spagna,23,2026-06-14 13:34:41,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:34:40,
Spagna,23,2026-06-14 13:34:42,Other,ANT,,CAR 12 (ANT) TIME 1:22.049 DELETED - TRACK LIMITS AT TURN 10 LAP 20 15:31:08,
Spagna,23,2026-06-14 13:35:20,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:35:20,
Spagna,24,2026-06-14 13:36:15,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:36:14,
Spagna,24,2026-06-14 13:36:48,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:36:48,
Spagna,25,2026-06-14 13:37:07,Flag,ALB,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:37:06,
Spagna,25,2026-06-14 13:37:35,Flag,ALB,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:37:34,
Spagna,26,2026-06-14 13:38:20,Flag,ALB,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:38:20,
Spagna,26,2026-06-14 13:38:30,Flag,ALB,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:38:29,
Spagna,26,2026-06-14 13:38:31,Other,ANT,,CAR 12 (ANT) TIME 1:22.677 DELETED - TRACK LIMITS AT TURN 10 LAP 25 15:38:00,
Spagna,26,2026-06-14 13:38:43,Flag,ALB,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:38:43,
Spagna,26,2026-06-14 13:38:53,Other,COL,,CAR 43 (COL) TIME 1:25.027 DELETED - TRACK LIMITS AT TURN 13 LAP 24 15:37:47,
Spagna,26,2026-06-14 13:39:05,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:39:04,
Spagna,27,2026-06-14 13:39:48,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:39:48,
Spagna,27,2026-06-14 13:40:21,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:40:21,
Spagna,27,2026-06-14 13:40:23,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:40:23,
Spagna,27,2026-06-14 13:40:49,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:40:49,
Spagna,28,2026-06-14 13:41:05,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:41:04,
Spagna,28,2026-06-14 13:41:17,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:41:16,
Spagna,28,2026-06-14 13:41:30,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:41:29,
Spagna,29,2026-06-14 13:42:36,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:42:36,
Spagna,29,2026-06-14 13:42:45,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:42:45,
Spagna,29,2026-06-14 13:42:52,Other,ANT,,CAR 12 (ANT) TIME 1:22.055 DELETED - TRACK LIMITS AT TURN 10 LAP 28 15:42:07,
Spagna,29,2026-06-14 13:43:01,Flag,ALB,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:43:01,
Spagna,29,2026-06-14 13:43:09,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:43:08,
Spagna,29,2026-06-14 13:43:13,Flag,ANT,BLACK AND WHITE,BLACK AND WHITE FLAG FOR CAR 12 (ANT) - TRACK LIMITS,
Spagna,29,2026-06-14 13:43:16,Flag,ALB,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:43:15,
Spagna,29,2026-06-14 13:43:22,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:43:22,
Spagna,30,2026-06-14 13:44:43,Flag,ALB,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:44:42,
Spagna,30,2026-06-14 13:44:44,Flag,LIN,BLUE,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 15:44:44,
Spagna,30,2026-06-14 13:45:05,Flag,LIN,BLUE,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 15:45:04,
Spagna,30,2026-06-14 13:45:12,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:45:11,
Spagna,31,2026-06-14 13:45:16,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:45:15,
Spagna,31,2026-06-14 13:45:52,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:45:51,
Spagna,31,2026-06-14 13:46:06,Flag,ALB,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:46:06,
Spagna,32,2026-06-14 13:46:38,Other,ALB,,CAR 23 (ALB) TIME 1:25.213 DELETED - TRACK LIMITS AT TURN 4 LAP 26 15:40:13,
Spagna,32,2026-06-14 13:46:54,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:46:53,
Spagna,32,2026-06-14 13:46:59,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:46:59,
Spagna,32,2026-06-14 13:47:23,Other,LAW,,CAR 30 (LAW) TIME 1:25.033 DELETED - TRACK LIMITS AT TURN 13 LAP 30 15:46:12,
Spagna,32,2026-06-14 13:47:32,Flag,LIN,BLUE,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 15:47:32,
Spagna,32,2026-06-14 13:47:35,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:47:34,
Spagna,32,2026-06-14 13:47:38,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:47:38,
Spagna,33,2026-06-14 13:48:03,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:48:02,
Spagna,33,2026-06-14 13:48:09,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:48:09,
Spagna,33,2026-06-14 13:48:50,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:48:50,
Spagna,34,2026-06-14 13:49:42,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:49:41,
Spagna,34,2026-06-14 13:50:42,Flag,LIN,BLUE,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 15:50:42,
Spagna,35,2026-06-14 13:50:50,Other,COL,,CAR 43 (COL) TIME 1:25.632 DELETED - TRACK LIMITS AT TURN 2 LAP 33 15:49:24,
Spagna,35,2026-06-14 13:51:37,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:51:36,
Spagna,36,2026-06-14 13:52:12,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:52:12,
Spagna,36,2026-06-14 13:52:30,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:52:30,
Spagna,36,2026-06-14 13:52:30,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:52:30,
Spagna,36,2026-06-14 13:52:55,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:52:54,
Spagna,37,2026-06-14 13:54:05,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:54:04,
Spagna,37,2026-06-14 13:54:48,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:54:48,
Spagna,38,2026-06-14 13:55:22,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:55:22,
Spagna,38,2026-06-14 13:55:38,Flag,LAW,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:55:37,
Spagna,38,2026-06-14 13:56:04,Flag,LAW,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:56:04,
Spagna,39,2026-06-14 13:56:22,Flag,LAW,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:56:21,
Spagna,39,2026-06-14 13:56:33,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:56:32,
Spagna,39,2026-06-14 13:56:54,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:56:53,
Spagna,39,2026-06-14 13:57:01,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:57:00,
Spagna,39,2026-06-14 13:57:10,Flag,GAS,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 15:57:09,
Spagna,40,2026-06-14 13:58:30,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:58:29,
Spagna,40,2026-06-14 13:58:31,Flag,,YELLOW,YELLOW IN TRACK SECTOR 10,
Spagna,41,2026-06-14 13:59:03,SafetyCar,,,VSC DEPLOYED,
Spagna,41,2026-06-14 13:59:15,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 10,
Spagna,41,2026-06-14 13:59:23,Other,,,MARSHALS ON TRACK AT TURN 9,
Spagna,41,2026-06-14 13:59:27,Other,PIA,,CAR 81 (PIA) TIME 1:22.113 DELETED - TRACK LIMITS AT TURN 14 LAP 38 15:57:01,
Spagna,42,2026-06-14 14:01:18,Flag,,CLEAR,CLEAR IN TRACK SECTOR 10,
Spagna,42,2026-06-14 14:01:20,SafetyCar,,,VSC ENDING,
Spagna,42,2026-06-14 14:01:31,Flag,,CLEAR,TRACK CLEAR,
Spagna,42,2026-06-14 14:01:31,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:01:31,
Spagna,42,2026-06-14 14:01:39,Flag,LIN,BLUE,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 16:01:39,
Spagna,42,2026-06-14 14:01:43,Flag,LIN,BLUE,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 16:01:43,
Spagna,42,2026-06-14 14:02:01,Flag,LIN,BLUE,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 16:02:01,
Spagna,42,2026-06-14 14:02:26,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:02:25,
Spagna,43,2026-06-14 14:03:03,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:03:03,
Spagna,43,2026-06-14 14:03:06,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:03:06,
Spagna,43,2026-06-14 14:03:28,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:03:28,
Spagna,43,2026-06-14 14:03:41,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:03:40,
Spagna,44,2026-06-14 14:04:01,Other,HAM,,INCIDENT INVOLVING CAR 44 (HAM) NOTED - YELLOW FLAG INFRINGEMENT (15:38:31),
Spagna,44,2026-06-14 14:04:13,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:04:12,
Spagna,44,2026-06-14 14:04:28,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:04:27,
Spagna,44,2026-06-14 14:04:44,Flag,LIN,BLUE,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 16:04:44,
Spagna,45,2026-06-14 14:05:19,Other,GAS,,CAR 10 (GAS) TIME 1:21.708 DELETED - TRACK LIMITS AT TURN 13 LAP 42 16:03:58,
Spagna,45,2026-06-14 14:05:46,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:05:45,
Spagna,45,2026-06-14 14:06:16,Other,COL,,INCIDENT INVOLVING CAR 43 (COL) NOTED - YELLOW FLAG INFRINGEMENT (15:58:53),
Spagna,46,2026-06-14 14:07:11,Other,HAM,,UPDATE: INCIDENT INVOLVING CAR 44 (HAM) NOTED - YELLOW FLAG INFRINGEMENT (15:58:31),
Spagna,46,2026-06-14 14:07:39,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:07:39,
Spagna,48,2026-06-14 14:09:27,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:09:27,
Spagna,48,2026-06-14 14:10:16,Flag,LAW,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 16:10:16,
Spagna,48,2026-06-14 14:10:20,Other,HAM,,FIA STEWARDS: INCIDENT INVOLVING CAR 44 (HAM) REVIEWED NO FURTHER INVESTIGATION - YELLOW FLAG INFRINGEMENT (15:58:31),
Spagna,49,2026-06-14 14:10:49,Flag,LAW,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 16:10:48,
Spagna,50,2026-06-14 14:12:14,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:12:13,
Spagna,50,2026-06-14 14:12:33,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:12:33,
Spagna,50,2026-06-14 14:13:04,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:13:03,
Spagna,51,2026-06-14 14:13:37,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:13:37,
Spagna,51,2026-06-14 14:14:15,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:14:14,
Spagna,51,2026-06-14 14:14:25,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:14:24,
Spagna,52,2026-06-14 14:15:14,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:15:13,
Spagna,52,2026-06-14 14:15:58,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:15:57,
Spagna,53,2026-06-14 14:16:10,Flag,LAW,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 16:16:10,
Spagna,53,2026-06-14 14:16:43,Flag,GAS,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:16:43,
Spagna,54,2026-06-14 14:17:30,Flag,ALB,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:17:29,
Spagna,54,2026-06-14 14:17:33,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:17:33,
Spagna,54,2026-06-14 14:18:17,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:18:16,
Spagna,54,2026-06-14 14:18:28,Flag,GAS,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:18:27,
Spagna,56,2026-06-14 14:21:21,Other,ALB,,CAR 23 (ALB) TIME 1:28.019 DELETED - TRACK LIMITS AT TURN 4 LAP 25 15:38:43,
Spagna,57,2026-06-14 14:21:44,Flag,ALB,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:21:43,
Spagna,57,2026-06-14 14:21:49,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:21:48,
Spagna,57,2026-06-14 14:22:04,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:22:03,
Spagna,57,2026-06-14 14:22:10,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:22:10,
Spagna,57,2026-06-14 14:22:12,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:22:12,
Spagna,57,2026-06-14 14:22:21,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:22:21,
Spagna,57,2026-06-14 14:22:24,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:22:24,
