gara,giro,timestamp,categoria,pilota,bandiera,testo,penalita_secondi
Cina,28,2026-03-15 07:52:09,Other,LIN,,CAR 41 (LIN) TIME 1:50.154 DELETED - TRACK LIMITS AT TURN 14 LAP 27 15:51:26,
Cina,29,2026-03-15 07:52:31,Other,,,FIA STEWARDS: TURN 15 INCIDENT INVOLVING CARS 30 (LAW) AND 41 (LIN) REVIEWED NO FURTHER INVESTIGATION - FORCING ANOTHER DRIVER OFF THE TRACK,
Cina,33,2026-03-15 07:59:26,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:59:26,
Cina,33,2026-03-15 08:00:11,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 3,
Cina,33,2026-03-15 08:00:23,Flag,,CLEAR,CLEAR IN TRACK SECTOR 3,
Cina,33,2026-03-15 08:00:27,Other,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 3,
Cina,34,2026-03-15 08:01:25,Other,,,TURN 2 INCIDENT INVOLVING CARS 31 (OCO) AND 43 (COL) NOTED - CAUSING A COLLISION,
Cina,34,2026-03-15 08:01:43,Other,,,FIA STEWARDS: TURN 2 INCIDENT INVOLVING CARS 31 (OCO) AND 43 (COL) UNDER INVESTIGATION - CAUSING A COLLISION,
Cina,35,2026-03-15 08:02:17,Flag,,CLEAR,CLEAR IN TRACK SECTOR 3,
Cina,35,2026-03-15 08:02:17,Other,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 5,
Cina,35,2026-03-15 08:03:28,Flag,,CLEAR,CLEAR IN TRACK SECTOR 5,
Cina,36,2026-03-15 08:05:03,Other,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 9,
Cina,37,2026-03-15 08:05:27,Other,OCO,,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 31 (OCO) - CAUSING A COLLISION,10
Cina,37,2026-03-15 08:06:24,Flag,,CLEAR,CLEAR IN TRACK SECTOR 9,
Cina,40,2026-03-15 08:10:51,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:10:50,
Cina,40,2026-03-15 08:11:32,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:11:31,
Cina,42,2026-03-15 08:13:36,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:13:36,
Cina,42,2026-03-15 08:14:09,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:14:09,
Cina,43,2026-03-15 08:15:38,Flag,HUL,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:15:38,
Cina,43,2026-03-15 08:16:11,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:16:10,
Cina,45,2026-03-15 08:18:38,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:18:38,
Cina,45,2026-03-15 08:19:14,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:19:13,
Cina,46,2026-03-15 08:20:12,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:20:12,
Cina,47,2026-03-15 08:21:17,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:21:16,
Cina,47,2026-03-15 08:22:27,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:22:27,
Cina,48,2026-03-15 08:23:49,Flag,HUL,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:23:49,
Cina,48,2026-03-15 08:24:00,Flag,HUL,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:23:59,
Cina,49,2026-03-15 08:25:31,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:25:30,
Cina,50,2026-03-15 08:26:51,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:26:51,
Cina,51,2026-03-15 08:27:39,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:27:38,
Cina,51,2026-03-15 08:27:40,Other,OCO,,FIA STEWARDS: PENALTY SERVED - 10 SECOND TIME PENALTY FOR CAR 31 (OCO) - CAUSING A COLLISION,10
Cina,51,2026-03-15 08:28:09,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:28:09,
Cina,53,2026-03-15 08:32:12,Flag,,YELLOW,YELLOW IN TRACK SECTOR 17,
Cina,53,2026-03-15 08:32:14,Flag,,CLEAR,CLEAR IN TRACK SECTOR 17,
Cina,54,2026-03-15 08:32:48,Other,ANT,,CAR 12 (ANT) TIME 1:37.530 DELETED - TRACK LIMITS AT TURN 14 LAP 53 16:32:14,
Cina,54,2026-03-15 08:33:19,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:33:18,
Cina,54,2026-03-15 08:33:52,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:33:52,
Cina,56,2026-03-15 08:37:15,Flag,,CHEQUERED,CHEQUERED FLAG,
Cina,56,2026-03-15 08:38:07,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:38:07,
Cina,56,2026-03-15 08:41:05,Other,,,ALL PASS HOLDERS MAY ACCESS THE PIT LANE,
Giappone,1,2026-03-29 04:18:28,Other,,,FORMATION LAP WILL START AT 14:10,
Giappone,1,2026-03-29 04:24:02,Flag,,CLEAR,CLEAR IN TRACK SECTOR 18,
Giappone,1,2026-03-29 04:24:04,Flag,,CLEAR,CLEAR IN TRACK SECTOR 24,
Giappone,1,2026-03-29 04:24:06,Flag,,CLEAR,CLEAR IN TRACK SECTOR 19,
Giappone,1,2026-03-29 04:30:01,Flag,,GREEN,GREEN LIGHT - PIT EXIT OPEN,
Giappone,1,2026-03-29 04:40:01,Other,,,PIT EXIT CLOSED,
Giappone,1,2026-03-29 04:51:40,Other,,,RISK OF RAIN FOR THE F1 RACE IS 0%,
Giappone,1,2026-03-29 05:07:05,Other,,,OVERTAKE DISABLED,
Giappone,1,2026-03-29 05:14:02,Flag,,GREEN,GREEN LIGHT - PIT EXIT OPEN,
Giappone,1,2026-03-29 05:15:26,Other,,,OVERTAKE ENABLED,
Giappone,4,2026-03-29 05:20:02,Other,STR,,CAR 18 (STR) LAP DELETED - TRACK LIMITS AT TURN 13 LAP 1 14:15:19,
Giappone,12,2026-03-29 05:32:11,Other,BEA,,CAR 87 (BEA) TIME 1:37.790 DELETED - TRACK LIMITS AT TURN 13 LAP 11 14:31:24,
Giappone,15,2026-03-29 05:37:09,Flag,LIN,BLACK AND WHITE,BLACK AND WHITE FLAG FOR CAR 41 (LIN) - MOVING UNDER BRAKING,
Giappone,21,2026-03-29 05:47:01,Other,PER,,CAR 11 (PER) TIME 1:38.735 DELETED - TRACK LIMITS AT TURN 13 LAP 20 14:46:19,
Giappone,22,2026-03-29 05:47:54,Flag,,YELLOW,YELLOW IN TRACK SECTOR 21,
Giappone,22,2026-03-29 05:47:59,Flag,,YELLOW,YELLOW IN TRACK SECTOR 20,
Giappone,22,2026-03-29 05:48:11,SafetyCar,,,SAFETY CAR DEPLOYED,
Giappone,22,2026-03-29 05:48:23,Other,,,MEDICAL CAR DEPLOYED,
Giappone,23,2026-03-29 05:49:29,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 21,
Giappone,23,2026-03-29 05:49:58,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 20,
Giappone,23,2026-03-29 05:50:15,Other,,,RECOVERY VEHICLE ON TRACK AT TURN 13,
Giappone,26,2026-03-29 05:57:32,Other,,,LAPPED CARS MAY NOW OVERTAKE THE SAFETY CAR: 77,
Giappone,26,2026-03-29 05:57:48,Flag,,CLEAR,CLEAR IN TRACK SECTOR 20,
Giappone,26,2026-03-29 05:57:50,Flag,,CLEAR,CLEAR IN TRACK SECTOR 21,
Giappone,27,2026-03-29 06:00:06,SafetyCar,,,SAFETY CAR IN THIS LAP,
Giappone,27,2026-03-29 06:01:24,Flag,,CLEAR,TRACK CLEAR,
Giappone,28,2026-03-29 06:02:11,Other,,,OVERTAKE ENABLED,
Giappone,30,2026-03-29 06:06:00,Other,,,TURN 13 INCIDENT INVOLVING CARS 43 (COL) AND 87 (BEA) NOTED,
Giappone,31,2026-03-29 06:06:40,Other,,,FIA STEWARDS: TURN 13 INCIDENT INVOLVING CARS 43 (COL) AND 87 (BEA) REVIEWED NO FURTHER INVESTIGATION,
Giappone,31,2026-03-29 06:07:47,Other,LIN,,CAR 41 (LIN) TIME 1:35.724 DELETED - TRACK LIMITS AT TURN 17 LAP 30 15:06:35,
Giappone,32,2026-03-29 06:08:20,Other,COL,,CAR 43 (COL) TIME 1:43.165 DELETED - TRACK LIMITS AT TURN 13 LAP 21 14:47:52,
Giappone,45,2026-03-29 06:29:27,Other,HAM,,TURN 16 INCIDENT INVOLVING CAR 44 (HAM) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE,
Giappone,45,2026-03-29 06:29:35,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:29:34,
Giappone,46,2026-03-29 06:30:23,Other,HAM,,CAR 44 (HAM) TIME 1:33.636 DELETED - TRACK LIMITS AT TURN 17 LAP 44 15:28:16,
Giappone,47,2026-03-29 06:32:11,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:32:10,
Giappone,48,2026-03-29 06:32:59,Other,HAM,,FIA STEWARDS: TURN 16 INCIDENT INVOLVING CAR 44 (HAM) REVIEWED NO FURTHER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE,
Giappone,48,2026-03-29 06:33:41,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:33:41,
Giappone,48,2026-03-29 06:33:57,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:33:57,
Giappone,48,2026-03-29 06:34:13,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:34:13,
Giappone,51,2026-03-29 06:37:26,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:37:26,
Giappone,51,2026-03-29 06:37:52,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:37:52,
Giappone,51,2026-03-29 06:38:35,Other,ALO,,CAR 14 (ALO) TIME 1:37.112 DELETED - TRACK LIMITS AT TURN 17 LAP 49 15:37:30,
Giappone,51,2026-03-29 06:38:40,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:38:39,
Giappone,53,2026-03-29 06:41:22,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:41:21,
Giappone,53,2026-03-29 06:41:48,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:41:48,
Giappone,53,2026-03-29 06:42:05,Flag,,CHEQUERED,CHEQUERED FLAG,
Giappone,53,2026-03-29 06:44:04,Other,,,ALL PASS HOLDERS MAY ACCESS THE PIT LANE,
Miami,1,2026-05-03 16:20:01,Flag,,GREEN,GREEN LIGHT - PIT EXIT OPEN,
Miami,1,2026-05-03 16:30:01,Other,,,PIT EXIT CLOSED,
Miami,1,2026-05-03 16:34:52,Flag,,YELLOW,YELLOW IN TRACK SECTOR 18,
Miami,1,2026-05-03 16:34:57,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 18,
Miami,1,2026-05-03 16:37:28,Flag,,CLEAR,CLEAR IN TRACK SECTOR 18,
Miami,1,2026-05-03 16:37:50,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 18,
Miami,1,2026-05-03 16:37:50,Flag,,YELLOW,YELLOW IN TRACK SECTOR 18,
Miami,1,2026-05-03 16:37:53,Flag,,CLEAR,CLEAR IN TRACK SECTOR 18,
Miami,1,2026-05-03 16:37:54,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 18,
Miami,1,2026-05-03 16:39:29,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 17,
Miami,1,2026-05-03 16:39:48,Flag,,CLEAR,CLEAR IN TRACK SECTOR 17,
Miami,1,2026-05-03 16:43:12,Flag,,CLEAR,CLEAR IN TRACK SECTOR 18,
Miami,1,2026-05-03 16:45:12,Other,,,RISK OF RAIN FOR THE F1 RACE IS 40%,
Miami,1,2026-05-03 16:57:05,Other,,,OVERTAKE DISABLED,
Miami,1,2026-05-03 17:04:03,Flag,,GREEN,GREEN LIGHT - PIT EXIT OPEN,
Miami,1,2026-05-03 17:05:27,Other,,,OVERTAKE ENABLED,
Miami,3,2026-05-03 17:07:40,Other,,,TURN 11 INCIDENT INVOLVING CARS 43 (COL) AND 44 (HAM) NOTED - CAUSING A COLLISION,
Miami,4,2026-05-03 17:09:18,Other,,,FIA STEWARDS: TURN 11 INCIDENT INVOLVING CARS 43 (COL) AND 44 (HAM) REVIEWED NO FURTHER INVESTIGATION - CAUSING A COLLISION,
Miami,5,2026-05-03 17:11:46,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 15,
Miami,6,2026-05-03 17:12:02,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 19,
Miami,6,2026-05-03 17:12:03,Flag,,YELLOW,YELLOW IN TRACK SECTOR 14,
Miami,6,2026-05-03 17:12:04,Flag,,YELLOW,YELLOW IN TRACK SECTOR 13,
Miami,6,2026-05-03 17:12:15,SafetyCar,,,SAFETY CAR DEPLOYED,
Miami,6,2026-05-03 17:12:15,Other,,,OVERTAKE DISABLED,
Miami,6,2026-05-03 17:12:43,Flag,,CLEAR,CLEAR IN TRACK SECTOR 19,
Miami,6,2026-05-03 17:13:34,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 18,
Miami,7,2026-05-03 17:15:00,Other,,,MARSHALS ON TRACK AT TURN 14,
Miami,7,2026-05-03 17:15:45,Other,,,MARSHALS ON TRACK AT TURN 17,
Miami,7,2026-05-03 17:16:06,Other,,,RECOVERY VEHICLE ON TRACK AT TURN 17,
Miami,8,2026-05-03 17:16:39,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 16,
Miami,8,2026-05-03 17:16:41,Flag,,CLEAR,CLEAR IN TRACK SECTOR 15,
Miami,8,2026-05-03 17:16:41,Flag,,CLEAR,CLEAR IN TRACK SECTOR 16,
Miami,8,2026-05-03 17:16:42,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 15,
Miami,8,2026-05-03 17:16:49,Other,,,RECOVERY VEHICLE ON TRACK AT TURN 14,
Miami,8,2026-05-03 17:17:00,Other,GAS,,TURN 17 INCIDENT INVOLVING CAR 10 (GAS) NOTED - CAUSING A COLLISION,
Miami,8,2026-05-03 17:17:08,Other,GAS,,FIA STEWARDS: TURN 17 INCIDENT INVOLVING CAR 10 (GAS) UNDER INVESTIGATION - CAUSING A COLLISION,
Miami,9,2026-05-03 17:19:18,Other,,,FIA STEWARDS: UPDATE: TURN 17 INCIDENT INVOLVING CARS 30 (LAW) AND 10 (GAS) UNDER INVESTIGATION - CAUSING A COLLISION,
Miami,9,2026-05-03 17:19:35,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 16,
Miami,9,2026-05-03 17:19:45,Other,,,FIA STEWARDS: TURN 17 INCIDENT INVOLVING CARS 30 (LAW) AND 10 (GAS) WILL BE INVESTIGATED AFTER THE RACE - CAUSING A COLLISION,
Miami,9,2026-05-03 17:20:37,Other,PIA,,CAR 81 (PIA) TIME 2:11.907 DELETED - TRACK LIMITS AT TURN 15 LAP 6 13:13:19,
Miami,9,2026-05-03 17:20:38,Other,LAW,,CAR 30 (LAW) LAP DELETED - TRACK LIMITS AT TURN 15 LAP 6 13:14:05 (PIT),
Miami,10,2026-05-03 17:21:40,Flag,,CLEAR,CLEAR IN TRACK SECTOR 18,
Miami,10,2026-05-03 17:21:41,Flag,,CLEAR,CLEAR IN TRACK SECTOR 19,
Miami,10,2026-05-03 17:22:20,Flag,,CLEAR,CLEAR IN TRACK SECTOR 13,
Miami,10,2026-05-03 17:22:21,Flag,,YELLOW,YELLOW IN TRACK SECTOR 13,
Miami,10,2026-05-03 17:22:23,Flag,,CLEAR,CLEAR IN TRACK SECTOR 14,
Miami,10,2026-05-03 17:22:23,Flag,,CLEAR,CLEAR IN TRACK SECTOR 13,
Miami,10,2026-05-03 17:22:44,Flag,,CLEAR,CLEAR IN TRACK SECTOR 15,
Miami,10,2026-05-03 17:22:44,Flag,,CLEAR,CLEAR IN TRACK SECTOR 16,
Miami,10,2026-05-03 17:22:44,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 15,
Miami,10,2026-05-03 17:23:29,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 16,
Miami,11,2026-05-03 17:23:47,Flag,,CLEAR,CLEAR IN TRACK SECTOR 15,
Miami,11,2026-05-03 17:23:47,Flag,,CLEAR,CLEAR IN TRACK SECTOR 16,
Miami,11,2026-05-03 17:23:48,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 15,
Miami,11,2026-05-03 17:24:00,Flag,,CLEAR,CLEAR IN TRACK SECTOR 15,
Miami,11,2026-05-03 17:24:01,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 15,
Miami,11,2026-05-03 17:24:04,Flag,,CLEAR,CLEAR IN TRACK SECTOR 15,
Miami,11,2026-05-03 17:24:07,SafetyCar,,,SAFETY CAR IN THIS LAP,
Miami,11,2026-05-03 17:25:33,Flag,,CLEAR,TRACK CLEAR,
Miami,12,2026-05-03 17:26:21,Other,,,OVERTAKE ENABLED,
Miami,12,2026-05-03 17:27:32,Other,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 14,
Miami,13,2026-05-03 17:28:47,Flag,,CLEAR,CLEAR IN TRACK SECTOR 14,
Miami,14,2026-05-03 17:29:51,Other,,,TURN 11 INCIDENT INVOLVING CARS 41 (LIN) AND 11 (PER) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK,
Miami,14,2026-05-03 17:29:59,Other,PER,,CAR 11 (PER) TIME 1:36.951 DELETED - TRACK LIMITS AT TURN 11 LAP 12 13:27:01,
Miami,16,2026-05-03 17:32:23,Other,,,FIA STEWARDS: TURN 11 INCIDENT INVOLVING CARS 41 (LIN) AND 11 (PER) REVIEWED NO FURTHER INVESTIGATION - FORCING ANOTHER DRIVER OFF THE TRACK,
Miami,16,2026-05-03 17:32:29,Flag,,YELLOW,YELLOW IN TRACK SECTOR 19,
Miami,16,2026-05-03 17:32:33,Flag,,CLEAR,CLEAR IN TRACK SECTOR 19,
Miami,16,2026-05-03 17:33:10,Other,VER,,INCIDENT INVOLVING CAR 3 (VER) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – CROSSING THE LINE AT PIT EXIT,
Miami,17,2026-05-03 17:34:04,Other,OCO,,INCIDENT INVOLVING CAR 31 (OCO) NOTED - YELLOW FLAG INFRINGEMENT,
Miami,17,2026-05-03 17:34:12,Other,ALB,,INCIDENT INVOLVING CAR 23 (ALB) NOTED - YELLOW FLAG INFRINGEMENT,
Miami,17,2026-05-03 17:34:23,Other,ALO,,INCIDENT INVOLVING CAR 14 (ALO) NOTED - YELLOW FLAG INFRINGEMENT,
Miami,17,2026-05-03 17:35:19,Other,STR,,CAR 18 (STR) TIME 1:40.953 DELETED - TRACK LIMITS AT TURN 17 LAP 15 13:32:27,
Miami,19,2026-05-03 17:37:01,Other,STR,,CAR 18 (STR) TIME 1:36.371 DELETED - TRACK LIMITS AT TURN 5 LAP 17 13:34:39,
Miami,20,2026-05-03 17:38:32,Other,VER,,FIA STEWARDS: INCIDENT INVOLVING CAR 3 (VER) WILL BE INVESTIGATED AFTER THE RACE - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – CROSSING THE LINE AT PIT EXIT,
Miami,21,2026-05-03 17:40:21,Other,,,TURN 18 INCIDENT INVOLVING CARS 23 (ALB) AND 3 (VER) NOTED,
Miami,21,2026-05-03 17:41:01,Other,ANT,,CAR 12 (ANT) TIME 1:33.345 DELETED - TRACK LIMITS AT TURN 5 LAP 19 13:37:17,
Miami,22,2026-05-03 17:42:48,Other,,,FIA STEWARDS: TURN 18 INCIDENT INVOLVING CARS 23 (ALB) AND 3 (VER) REVIEWED NO FURTHER INVESTIGATION,
Miami,25,2026-05-03 17:46:48,Other,ALO,,CAR 14 (ALO) TIME 1:36.386 DELETED - TRACK LIMITS AT TURN 5 LAP 23 13:44:15,
Miami,26,2026-05-03 17:48:37,Other,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 15,
Miami,26,2026-05-03 17:48:41,Flag,,CLEAR,CLEAR IN TRACK SECTOR 15,
Miami,26,2026-05-03 17:49:08,Other,BOT,,INCIDENT INVOLVING CAR 77 (BOT) NOTED - SPEEDING IN THE PIT LANE,
Miami,28,2026-05-03 17:51:07,Other,BOT,,FIA STEWARDS: INCIDENT INVOLVING CAR 77 (BOT) UNDER INVESTIGATION - SPEEDING IN THE PIT LANE,
Miami,28,2026-05-03 17:52:30,Other,OCO,,FIA STEWARDS: INCIDENT INVOLVING CAR 31 (OCO) WILL BE INVESTIGATED AFTER THE RACE - YELLOW FLAG INFRINGEMENT,
Miami,28,2026-05-03 17:52:38,Other,ALB,,FIA STEWARDS: INCIDENT INVOLVING CAR 23 (ALB) WILL BE INVESTIGATED AFTER THE RACE - YELLOW FLAG INFRINGEMENT,
Miami,29,2026-05-03 17:52:53,Other,ALO,,FIA STEWARDS: INCIDENT INVOLVING CAR 14 (ALO) WILL BE INVESTIGATED AFTER THE RACE - YELLOW FLAG INFRINGEMENT,
Miami,30,2026-05-03 17:55:11,Other,BOT,,FIA STEWARDS: DRIVE THROUGH PENALTY FOR CAR 77 (BOT) - SPEEDING IN THE PIT LANE,
Miami,32,2026-05-03 17:57:34,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 13:57:34,
Miami,33,2026-05-03 17:59:29,Other,ALO,,CAR 14 (ALO) TIME 1:36.080 DELETED - TRACK LIMITS AT TURN 5 LAP 29 13:53:53,
Miami,33,2026-05-03 17:59:39,Other,BOT,,FIA STEWARDS: PENALTY SERVED - DRIVE THROUGH PENALTY FOR CAR 77 (BOT) - SPEEDING IN THE PIT LANE,
Miami,33,2026-05-03 17:59:51,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 13:59:50,
Miami,33,2026-05-03 18:00:10,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 14:00:09,
Miami,35,2026-05-03 18:02:09,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 14:02:09,
Miami,36,2026-05-03 18:03:58,Other,OCO,,FIA STEWARDS: INCIDENT INVOLVING CAR 31 (OCO) NO FURTHER ACTION - YELLOW FLAG INFRINGEMENT,
Miami,36,2026-05-03 18:04:03,Other,ALB,,FIA STEWARDS: INCIDENT INVOLVING CAR 23 (ALB) NO FURTHER ACTION - YELLOW FLAG INFRINGEMENT,
Miami,36,2026-05-03 18:04:10,Other,ALO,,FIA STEWARDS: INCIDENT INVOLVING CAR 14 (ALO) NO FURTHER ACTION - YELLOW FLAG INFRINGEMENT,
Miami,36,2026-05-03 18:04:13,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 14:04:12,
Miami,37,2026-05-03 18:05:58,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 14:05:58,
Miami,37,2026-05-03 18:06:14,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 14:06:13,
Miami,37,2026-05-03 18:06:17,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 14:06:16,
Miami,39,2026-05-03 18:08:45,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 14:08:45,
Miami,40,2026-05-03 18:09:59,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 14:09:58,
Miami,40,2026-05-03 18:10:53,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 14:10:53,
Miami,41,2026-05-03 18:12:03,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 14:12:02,
Miami,41,2026-05-03 18:12:10,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 14:12:09,
Miami,41,2026-05-03 18:12:10,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 14:12:09,
Miami,41,2026-05-03 18:12:29,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 14:12:29,
Miami,42,2026-05-03 18:13:56,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 14:13:55,
Miami,43,2026-05-03 18:14:45,Other,NOR,,CAR 1 (NOR) TIME 1:32.662 DELETED - TRACK LIMITS AT TURN 5 LAP 42 14:13:06,
Miami,43,2026-05-03 18:15:00,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 14:14:59,
Miami,43,2026-05-03 18:15:29,Flag,BOT,BLACK AND WHITE,BLACK AND WHITE FLAG FOR CAR 77 (BOT) - IGNORING BLUE FLAGS,
Miami,44,2026-05-03 18:16:09,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 14:16:09,
Miami,44,2026-05-03 18:16:57,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 14:16:57,
Miami,44,2026-05-03 18:17:09,Flag,LIN,BLUE,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 14:17:08,
Miami,44,2026-05-03 18:17:10,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 14:17:10,
Miami,45,2026-05-03 18:17:32,Flag,LIN,BLUE,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 14:17:31,
Miami,45,2026-05-03 18:17:54,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 14:17:54,
Miami,45,2026-05-03 18:18:11,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 14:18:10,
Miami,46,2026-05-03 18:19:27,Other,ANT,,CAR 12 (ANT) TIME 1:32.399 DELETED - TRACK LIMITS AT TURN 11 LAP 45 14:18:11,
Miami,46,2026-05-03 18:19:41,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 14:19:41,
Miami,47,2026-05-03 18:20:49,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 14:20:48,
Miami,47,2026-05-03 18:21:51,Other,ALO,,CAR 14 (ALO) TIME 1:33.512 DELETED - TRACK LIMITS AT TURN 5 LAP 44 14:18:17,
