gara,A,B,k,L,residuo_gap,residuo_gap_reinfl,residuo_gap_perlap
Australia,LAW,ALB,1,21,-1.0064,-1.0064,-0.5032
Australia,LAW,ALB,1,22,0.9526,0.9526,0.4763
Australia,LAW,ALB,1,23,1.0216,1.0216,0.5108
Australia,LAW,ALB,1,24,-0.7814,-0.7814,-0.3907
Australia,LAW,ALB,1,25,-1.3002,-1.3002,-0.6501
Australia,LAW,ALB,1,26,-1.4692,-1.4692,-0.7346
Australia,LAW,ALB,1,27,-2.4878,-2.4878,-1.2439
Australia,LAW,ALB,1,28,-2.1966,-2.1966,-1.0983
Australia,LAW,ALB,3,21,-0.6949,-0.6949,-0.1737
Australia,LAW,ALB,3,22,-0.2269,-0.2269,-0.0567
Australia,LAW,ALB,3,23,-0.2059,-0.2059,-0.0515
Australia,LAW,ALB,3,24,-2.2649,-2.2649,-0.5662
Australia,LAW,ALB,3,25,-3.8553,-3.8553,-0.9638
Australia,LAW,ALB,3,26,-3.2955,-3.2955,-0.8239
Australia,LAW,ALB,5,21,-2.6323,-2.6323,-0.4387
Australia,LAW,ALB,5,22,-2.1083,-2.1083,-0.3514
Australia,LAW,ALB,5,23,-2.6883,-2.6883,-0.4481
Australia,LAW,ALB,5,24,-4.1053,-4.1053,-0.6842
Australia,LAW,ALO,1,6,-2.1360,-2.1360,-1.0680
Australia,LAW,COL,1,3,-1.2630,-1.2630,-0.6315
Australia,LAW,COL,1,4,0.0770,0.0770,0.0385
Australia,LEC,ANT,1,29,0.1127,0.1127,0.0563
Australia,LEC,ANT,1,35,1.6121,1.6121,0.8061
Australia,LEC,ANT,1,36,-0.3389,-0.3389,-0.1694
Australia,LEC,ANT,1,37,-0.8218,-0.8218,-0.4109
Australia,LEC,ANT,1,38,-0.1248,-0.1248,-0.0624
Australia,LEC,ANT,1,39,0.1114,0.1114,0.0557
Australia,LEC,ANT,1,40,-0.2664,-0.2664,-0.1332
Australia,LEC,ANT,1,41,-0.7254,-0.7254,-0.3627
Australia,LEC,ANT,1,42,-0.7414,-0.7414,-0.3707
Australia,LEC,ANT,1,43,-0.3507,-0.3507,-0.1753
Australia,LEC,ANT,1,44,-0.4210,-0.4210,-0.2105
Australia,LEC,ANT,1,45,-0.6621,-0.6621,-0.3310
Australia,LEC,ANT,1,46,-0.7011,-0.7011,-0.3506
Australia,LEC,ANT,1,47,-0.4791,-0.4791,-0.2395
Australia,LEC,ANT,1,48,-0.1000,-0.1000,-0.0500
Australia,LEC,ANT,1,49,0.2644,0.2644,0.1322
Australia,LEC,ANT,1,50,0.5778,0.5778,0.2889
Australia,LEC,ANT,1,51,0.5319,0.5319,0.2659
Australia,LEC,ANT,1,52,0.1610,0.1610,0.0805
Australia,LEC,ANT,1,53,-0.3331,-0.3331,-0.1665
Australia,LEC,ANT,1,54,-0.1641,-0.1641,-0.0821
Australia,LEC,ANT,1,55,0.5127,0.5127,0.2563
Australia,LEC,ANT,3,35,0.8402,0.8402,0.2101
Australia,LEC,ANT,3,36,-0.4728,-0.4728,-0.1182
Australia,LEC,ANT,3,37,-0.7156,-0.7156,-0.1789
Australia,LEC,ANT,3,38,-0.3436,-0.3436,-0.0859
Australia,LEC,ANT,3,39,-0.4632,-0.4632,-0.1158
Australia,LEC,ANT,3,40,-0.7539,-0.7539,-0.1885
Australia,LEC,ANT,3,41,-1.0378,-1.0378,-0.2595
Australia,LEC,ANT,3,42,-1.3398,-1.3398,-0.3349
Australia,LEC,ANT,3,43,-1.0114,-1.0114,-0.2528
Australia,LEC,ANT,3,44,-0.9420,-0.9420,-0.2355
Australia,LEC,ANT,3,45,-1.0401,-1.0401,-0.2600
Australia,LEC,ANT,3,46,-0.7793,-0.7793,-0.1948
Australia,LEC,ANT,3,47,-0.3231,-0.3231,-0.0808
Australia,LEC,ANT,3,48,0.2390,0.2390,0.0597
Australia,LEC,ANT,3,49,0.7598,0.7598,0.1899
Australia,LEC,ANT,3,50,0.9045,0.9045,0.2261
Australia,LEC,ANT,3,51,0.2717,0.2717,0.0679
Australia,LEC,ANT,3,52,-0.0231,-0.0231,-0.0058
Australia,LEC,ANT,3,53,0.2769,0.2769,0.0692
Australia,LEC,ANT,5,35,0.9963,0.9963,0.1661
Australia,LEC,ANT,5,36,-0.7007,-0.7007,-0.1168
Australia,LEC,ANT,5,37,-1.2954,-1.2954,-0.2159
Australia,LEC,ANT,5,38,-0.7834,-0.7834,-0.1306
Australia,LEC,ANT,5,39,-0.6249,-0.6249,-0.1041
Australia,LEC,ANT,5,40,-1.0983,-1.0983,-0.1831
Australia,LEC,ANT,5,41,-1.6602,-1.6602,-0.2767
Australia,LEC,ANT,5,42,-2.0381,-2.0381,-0.3397
Australia,LEC,ANT,5,43,-1.3881,-1.3881,-0.2313
Australia,LEC,ANT,5,44,-0.8400,-0.8400,-0.1400
Australia,LEC,ANT,5,45,-0.7832,-0.7832,-0.1305
Australia,LEC,ANT,5,46,-0.4184,-0.4184,-0.0697
Australia,LEC,ANT,5,47,0.0638,0.0638,0.0106
Australia,LEC,ANT,5,48,0.3270,0.3270,0.0545
Australia,LEC,ANT,5,49,0.4631,0.4631,0.0772
Australia,LEC,ANT,5,50,0.8863,0.8863,0.1477
Australia,LEC,ANT,5,51,0.9546,0.9546,0.1591
Australia,LIN,ANT,1,5,1.1621,1.1621,0.5811
Australia,LIN,ANT,3,5,2.6032,2.6032,0.6508
Australia,LIN,BEA,1,40,1.0516,1.0516,0.5258
Australia,LIN,BEA,1,41,0.9974,0.9974,0.4987
Australia,LIN,BEA,1,42,0.2162,0.2162,0.1081
Australia,LIN,BEA,1,43,0.5319,0.5319,0.2659
Australia,LIN,BEA,1,44,0.6486,0.6486,0.3243
Australia,LIN,BEA,1,45,0.1696,0.1696,0.0848
Australia,LIN,BEA,1,46,0.5136,0.5136,0.2568
Australia,LIN,BEA,1,47,0.9744,0.9744,0.4872
Australia,LIN,BEA,1,48,0.7442,0.7442,0.3721
Australia,LIN,BEA,1,49,0.5723,0.5723,0.2862
Australia,LIN,BEA,1,50,1.4504,1.4504,0.7252
Australia,LIN,BEA,1,51,2.7761,2.7761,1.3880
Australia,LIN,BEA,1,52,5.3207,5.3207,2.6603
Australia,LIN,BEA,1,53,3.7482,3.7482,1.8741
Australia,LIN,BEA,3,40,1.2882,1.2882,0.3221
Australia,LIN,BEA,3,41,1.4258,1.4258,0.3565
Australia,LIN,BEA,3,42,0.6374,0.6374,0.1594
Australia,LIN,BEA,3,43,0.5648,0.5648,0.1412
Australia,LIN,BEA,3,44,1.1162,1.1162,0.2790
Australia,LIN,BEA,3,45,1.1402,1.1402,0.2850
Australia,LIN,BEA,3,46,1.2962,1.2962,0.3240
Australia,LIN,BEA,3,47,1.3858,1.3858,0.3464
Australia,LIN,BEA,3,48,1.8343,1.8343,0.4586
Australia,LIN,BEA,3,49,3.2346,3.2346,0.8087
Australia,LIN,BEA,3,50,6.9039,6.9039,1.7260
Australia,LIN,BEA,3,51,6.7441,6.7441,1.6860
Australia,LIN,BEA,3,52,3.9144,3.9144,0.9786
Australia,LIN,BEA,3,53,0.1143,0.1143,0.0286
Australia,LIN,BEA,5,40,1.7299,1.7299,0.2883
Australia,LIN,BEA,5,41,1.3552,1.3552,0.2259
Australia,LIN,BEA,5,42,0.8776,0.8776,0.1463
Australia,LIN,BEA,5,43,1.3987,1.3987,0.2331
Australia,LIN,BEA,5,44,1.8528,1.8528,0.3088
Australia,LIN,BEA,5,45,1.5478,1.5478,0.2580
Australia,LIN,BEA,5,46,2.4248,2.4248,0.4041
Australia,LIN,BEA,5,47,3.8871,3.8871,0.6479
Australia,LIN,BEA,5,48,6.9275,6.9275,1.1546
Australia,LIN,BEA,5,49,7.0889,7.0889,1.1815
Australia,LIN,BEA,5,50,5.6303,5.6303,0.9384
Australia,LIN,BEA,5,51,3.3302,3.3302,0.5550
Australia,LIN,HAD,1,3,-0.8520,-0.8520,-0.4260
Australia,LIN,HAD,1,4,-1.4057,-1.4057,-0.7029
Australia,LIN,HAD,1,6,-1.2749,-1.2749,-0.6374
Australia,LIN,HAD,1,7,-0.8987,-0.8987,-0.4493
Australia,LIN,HAD,1,8,-0.1474,-0.1474,-0.0737
Australia,LIN,HAD,3,3,-3.5433,-3.5433,-0.8858
Australia,LIN,HAD,3,4,-3.5084,-3.5084,-0.8771
Australia,LIN,HAD,3,6,-1.9458,-1.9458,-0.4864
Australia,LIN,HAD,5,3,-4.9428,-4.9428,-0.8238
Australia,LIN,HAD,5,4,-5.0072,-5.0072,-0.8345
Australia,LIN,NOR,1,39,4.8145,4.8145,2.4072
Australia,LIN,NOR,3,39,6.7780,6.7780,1.6945
Australia,LIN,NOR,5,39,8.4174,8.4174,1.4029
Australia,LIN,VER,1,22,0.8201,0.8201,0.4101
Australia,LIN,VER,1,23,-0.5129,-0.5129,-0.2564
Australia,LIN,VER,1,24,-0.7953,-0.7953,-0.3977
Australia,LIN,VER,1,25,-0.5606,-0.5606,-0.2803
Australia,LIN,VER,1,26,-0.0679,-0.0679,-0.0339
Australia,LIN,VER,1,27,0.5888,0.5888,0.2944
Australia,LIN,VER,1,28,0.2696,0.2696,0.1348
Australia,LIN,VER,1,29,0.1263,0.1263,0.0631
Australia,LIN,VER,1,35,-0.3554,-0.3554,-0.1777
Australia,LIN,VER,1,36,-0.2633,-0.2633,-0.1316
Australia,LIN,VER,3,22,0.7162,0.7162,0.1791
Australia,LIN,VER,3,23,-1.3538,-1.3538,-0.3384
Australia,LIN,VER,3,24,-1.5087,-1.5087,-0.3772
Australia,LIN,VER,3,25,-0.0952,-0.0952,-0.0238
Australia,LIN,VER,3,26,0.6002,0.6002,0.1501
Australia,LIN,VER,3,27,0.9467,0.9467,0.2367
Australia,LIN,VER,5,22,0.6943,0.6943,0.1157
Australia,LIN,VER,5,23,-1.1687,-1.1687,-0.1948
Australia,LIN,VER,5,24,-1.4860,-1.4860,-0.2477
Australia,LIN,VER,5,25,0.1391,0.1391,0.0232
Australia,NOR,ANT,1,21,0.1662,0.1662,0.0831
Australia,NOR,ANT,1,22,-0.5384,-0.5384,-0.2692
Australia,NOR,ANT,1,23,-2.5045,-2.5045,-1.2523
Australia,NOR,ANT,1,24,-2.2277,-2.2277,-1.1138
Australia,NOR,ANT,1,26,0.8017,0.8017,0.4008
Australia,NOR,ANT,1,27,1.3951,1.3951,0.6976
Australia,NOR,ANT,1,3,1.2680,1.2680,0.6340
Australia,NOR,ANT,1,4,1.2207,1.2207,0.6104
Australia,NOR,ANT,3,21,-2.3177,-2.3177,-0.5794
Australia,NOR,ANT,3,22,-2.9809,-2.9809,-0.7452
Australia,NOR,ANT,3,23,-3.0780,-3.0780,-0.7695
Australia,NOR,ANT,3,24,-1.8724,-1.8724,-0.4681
Australia,NOR,ANT,3,26,1.9844,1.9844,0.4961
Australia,NOR,ANT,3,27,2.9543,2.9543,0.7386
Australia,NOR,ANT,3,3,3.1710,3.1710,0.7928
Australia,NOR,ANT,3,4,3.1144,3.1144,0.7786
Australia,NOR,ANT,5,21,-2.8705,-2.8705,-0.4784
Australia,NOR,ANT,5,22,-2.8403,-2.8403,-0.4734
Australia,NOR,ANT,5,23,-2.5876,-2.5876,-0.4313
Australia,NOR,ANT,5,24,-1.1361,-1.1361,-0.1893
Australia,NOR,HAM,1,42,-0.2013,-0.2013,-0.1007
Australia,NOR,HAM,1,43,-0.6473,-0.6473,-0.3236
Australia,NOR,HAM,1,44,-0.9671,-0.9671,-0.4836
Australia,NOR,HAM,1,45,-1.1895,-1.1895,-0.5947
Australia,NOR,HAM,1,46,-0.9452,-0.9452,-0.4726
Australia,NOR,HAM,1,47,-0.9833,-0.9833,-0.4917
Australia,NOR,HAM,1,48,-1.5931,-1.5931,-0.7966
Australia,NOR,HAM,1,49,-1.4567,-1.4567,-0.7283
Australia,NOR,HAM,1,50,-1.0605,-1.0605,-0.5303
Australia,NOR,HAM,1,51,-1.7299,-1.7299,-0.8649
Australia,NOR,HAM,1,52,-1.2083,-1.2083,-0.6041
Australia,NOR,HAM,1,53,0.1518,0.1518,0.0759
Australia,NOR,HAM,1,54,0.2309,0.2309,0.1154
Australia,NOR,HAM,1,55,0.4444,0.4444,0.2222
Australia,NOR,HAM,3,42,-1.1647,-1.1647,-0.2912
Australia,NOR,HAM,3,43,-1.9426,-1.9426,-0.4856
Australia,NOR,HAM,3,44,-1.9643,-1.9643,-0.4911
Australia,NOR,HAM,3,45,-2.2850,-2.2850,-0.5712
Australia,NOR,HAM,3,46,-2.7583,-2.7583,-0.6896
Australia,NOR,HAM,3,47,-2.7566,-2.7566,-0.6892
Australia,NOR,HAM,3,48,-2.9173,-2.9173,-0.7293
Australia,NOR,HAM,3,49,-3.3124,-3.3124,-0.8281
Australia,NOR,HAM,3,50,-2.3770,-2.3770,-0.5943
Australia,NOR,HAM,3,51,-1.7427,-1.7427,-0.4357
Australia,NOR,HAM,3,52,-1.0646,-1.0646,-0.2661
Australia,NOR,HAM,3,53,0.6605,0.6605,0.1651
Australia,NOR,HAM,5,42,-2.1580,-2.1580,-0.3597
Australia,NOR,HAM,5,43,-3.1438,-3.1438,-0.5240
Australia,NOR,HAM,5,44,-3.8294,-3.8294,-0.6382
Australia,NOR,HAM,5,45,-4.1704,-4.1704,-0.6951
Australia,NOR,HAM,5,46,-4.3025,-4.3025,-0.7171
Australia,NOR,HAM,5,47,-4.9289,-4.9289,-0.8215
Australia,NOR,HAM,5,48,-4.4974,-4.4974,-0.7496
Australia,NOR,HAM,5,49,-3.4511,-3.4511,-0.5752
Australia,NOR,HAM,5,50,-2.3416,-2.3416,-0.3903
Australia,NOR,HAM,5,51,-1.3986,-1.3986,-0.2331
Australia,NOR,LEC,1,29,1.3429,1.3429,0.6714
Australia,NOR,LIN,1,38,-6.7990,-6.7990,-3.3995
Australia,NOR,LIN,1,5,-1.6211,-1.6211,-0.8106
Australia,NOR,LIN,1,6,-0.4866,-0.4866,-0.2433
Australia,NOR,LIN,3,38,-10.5050,-10.5050,-2.6262
Australia,NOR,LIN,5,38,-13.6360,-13.6360,-2.2727
Australia,OCO,BEA,1,37,2.4890,2.4890,1.2445
Australia,OCO,BEA,3,37,0.5020,0.5020,0.1255
Australia,OCO,BEA,5,37,1.2580,1.2580,0.2097
Australia,OCO,BOR,1,39,1.4310,1.4310,0.7155
Australia,OCO,BOR,3,39,4.3400,4.3400,1.0850
Australia,OCO,BOR,5,39,9.1720,9.1720,1.5287
Australia,OCO,GAS,1,21,0.0876,0.0876,0.0438
Australia,OCO,GAS,1,22,0.2034,0.2034,0.1017
Australia,OCO,GAS,1,23,-0.3002,-0.3002,-0.1501
Australia,OCO,GAS,1,24,-0.5416,-0.5416,-0.2708
Australia,OCO,GAS,1,25,-0.4130,-0.4130,-0.2065
Australia,OCO,GAS,1,26,-0.0251,-0.0251,-0.0126
Australia,OCO,GAS,1,27,-0.5786,-0.5786,-0.2893
Australia,OCO,GAS,1,28,-0.8089,-0.8089,-0.4045
Australia,OCO,GAS,1,29,-0.4471,-0.4471,-0.2236
Australia,OCO,GAS,1,35,-1.1975,-1.1975,-0.5987
Australia,OCO,GAS,1,36,-0.0444,-0.0444,-0.0222
Australia,OCO,GAS,1,38,-0.0995,-0.0995,-0.0497
Australia,OCO,GAS,1,40,0.2150,0.2150,0.1075
Australia,OCO,GAS,1,41,0.4990,0.4990,0.2495
Australia,OCO,GAS,1,42,1.6980,1.6980,0.8490
Australia,OCO,GAS,1,43,-0.3780,-0.3780,-0.1890
Australia,OCO,GAS,1,44,-0.8919,-0.8919,-0.4459
Australia,OCO,GAS,3,21,0.0761,0.0761,0.0190
Australia,OCO,GAS,3,22,-0.3381,-0.3381,-0.0845
Australia,OCO,GAS,3,23,-0.8224,-0.8224,-0.2056
Australia,OCO,GAS,3,24,-0.8101,-0.8101,-0.2025
Australia,OCO,GAS,3,25,-1.2761,-1.2761,-0.3190
Australia,OCO,GAS,3,26,-0.7352,-0.7352,-0.1838
Australia,OCO,GAS,3,27,-1.0121,-1.0121,-0.2530
Australia,OCO,GAS,3,35,0.1610,0.1610,0.0403
Australia,OCO,GAS,3,36,-0.1469,-0.1469,-0.0367
Australia,OCO,GAS,3,38,0.0670,0.0670,0.0168
Australia,OCO,GAS,3,40,1.9130,1.9130,0.4782
Australia,OCO,GAS,3,41,0.1210,0.1210,0.0303
Australia,OCO,GAS,3,42,0.6190,0.6190,0.1548
Australia,OCO,GAS,3,43,0.3270,0.3270,0.0818
Australia,OCO,GAS,3,44,-0.8308,-0.8308,-0.2077
Australia,OCO,GAS,5,21,-0.1573,-0.1573,-0.0262
Australia,OCO,GAS,5,22,-0.6067,-0.6067,-0.1011
Australia,OCO,GAS,5,23,-1.7946,-1.7946,-0.2991
Australia,OCO,GAS,5,24,-1.7637,-1.7637,-0.2939
Australia,OCO,GAS,5,25,-1.9941,-1.9941,-0.3324
Australia,OCO,GAS,5,35,-0.8604,-0.8604,-0.1434
Australia,OCO,GAS,5,36,0.0167,0.0167,0.0028
Australia,OCO,GAS,5,38,1.7166,1.7166,0.2861
Australia,OCO,GAS,5,40,0.8340,0.8340,0.1390
Australia,OCO,GAS,5,41,0.8260,0.8260,0.1377
Australia,OCO,GAS,5,42,0.4930,0.4930,0.0822
Australia,OCO,GAS,5,43,0.1980,0.1980,0.0330
Australia,OCO,GAS,5,44,1.0783,1.0783,0.1797
Australia,OCO,NOR,1,3,1.5640,1.5640,0.7820
Australia,OCO,NOR,1,4,1.7680,1.7680,0.8840
Australia,OCO,NOR,1,5,0.5451,0.5451,0.2726
Australia,OCO,NOR,1,6,-0.8677,-0.8677,-0.4339
Australia,OCO,NOR,3,3,2.2060,2.2060,0.5515
Australia,OCO,NOR,3,4,1.6070,1.6070,0.4018
Australia,PER,LAW,1,3,0.9920,0.9920,0.4960
Australia,PER,LAW,1,4,-0.2660,-0.2660,-0.1330
Australia,PER,LAW,1,5,0.4291,0.4291,0.2146
Australia,PER,LAW,1,6,3.0077,3.0077,1.5039
Australia,PER,LAW,3,3,1.1560,1.1560,0.2890
Australia,PER,LAW,3,4,1.2270,1.2270,0.3068
Australia,RUS,HAM,1,21,0.8723,0.8723,0.4362
Australia,RUS,HAM,1,22,0.6091,0.6091,0.3045
Australia,RUS,HAM,1,23,0.3648,0.3648,0.1824
Australia,RUS,HAM,3,21,1.2716,1.2716,0.3179
Australia,RUS,LEC,1,3,-0.2954,-0.2954,-0.1477
Australia,RUS,LEC,1,4,-0.1470,-0.1470,-0.0735
Australia,RUS,LEC,1,5,-0.1180,-0.1180,-0.0590
Australia,RUS,LEC,1,6,-0.3080,-0.3080,-0.1540
Australia,RUS,LEC,1,7,0.0030,0.0030,0.0015
Australia,RUS,LEC,3,3,-0.9809,-0.9809,-0.2452
Australia,RUS,LEC,3,4,-0.4550,-0.4550,-0.1137
Australia,RUS,LEC,3,5,-0.1150,-0.1150,-0.0287
Australia,RUS,LEC,5,3,-1.5453,-1.5453,-0.2576
Australia,SAI,ALB,1,4,0.4407,0.4407,0.2204
Australia,SAI,ALB,1,6,-0.4174,-0.4174,-0.2087
Australia,SAI,ALB,3,4,-0.0046,-0.0046,-0.0011
Australia,SAI,ALO,1,5,-4.0690,-4.0690,-2.0345
Australia,SAI,OCO,1,21,2.0265,2.0265,1.0132
Australia,SAI,OCO,1,22,1.8536,1.8536,0.9268
Australia,SAI,OCO,1,23,2.0817,2.0817,1.0408
Australia,SAI,OCO,1,24,2.8012,2.8012,1.4006
Australia,SAI,OCO,1,25,2.2378,2.2378,1.1189
Australia,SAI,OCO,1,26,2.6633,2.6633,1.3317
Australia,SAI,OCO,1,27,4.6693,4.6693,2.3346
Australia,SAI,OCO,1,28,4.7637,4.7637,2.3818
Australia,SAI,OCO,3,21,4.1735,4.1735,1.0434
Australia,SAI,OCO,3,22,5.2238,5.2238,1.3060
Australia,SAI,OCO,3,23,4.7843,4.7843,1.1961
Australia,SAI,OCO,3,24,5.8414,5.8414,1.4604
Australia,SAI,OCO,3,25,7.0465,7.0465,1.7616
Australia,SAI,OCO,3,26,7.3536,7.3536,1.8384
Australia,SAI,OCO,5,21,6.9415,6.9415,1.1569
Australia,SAI,OCO,5,22,8.6058,8.6058,1.4343
Australia,SAI,OCO,5,23,10.0580,10.0580,1.6763
Australia,SAI,OCO,5,24,10.9086,10.9086,1.8181
Australia,SAI,VER,1,3,3.1610,3.1610,1.5805
Australia,SAI,VER,3,3,5.2630,5.2630,1.3157
Australia,STR,BOT,1,3,0.4690,0.4690,0.2345
Australia,STR,BOT,1,4,0.8450,0.8450,0.4225
Australia,STR,BOT,1,5,0.9280,0.9280,0.4640
Australia,STR,BOT,1,6,0.8100,0.8100,0.4050
Australia,STR,BOT,3,3,1.3970,1.3970,0.3492
Australia,STR,BOT,3,4,1.6550,1.6550,0.4137
Australia,VER,ALB,1,3,-3.6370,-3.6370,-1.8185
Australia,VER,ALB,3,3,-5.4090,-5.4090,-1.3523
Australia,VER,ALB,5,3,-6.9170,-6.9170,-1.1528
Australia,VER,ALO,1,4,-7.7510,-7.7510,-3.8755
Australia,VER,ALO,3,4,-12.3280,-12.3280,-3.0820
Australia,VER,BEA,1,5,-0.8120,-0.8120,-0.4060
Australia,VER,BEA,1,6,-1.1500,-1.1500,-0.5750
Australia,VER,BEA,1,7,-1.7764,-1.7764,-0.8882
Australia,VER,BEA,3,5,-2.4770,-2.4770,-0.6192
Australia,VER,BEA,3,6,-2.0110,-2.0110,-0.5028
Australia,VER,HAM,1,35,1.4469,1.4469,0.7234
Australia,VER,HAM,1,36,2.1158,2.1158,1.0579
Australia,VER,NOR,1,22,0.7237,0.7237,0.3618
Australia,VER,NOR,1,23,0.6666,0.6666,0.3333
Australia,VER,NOR,1,24,0.4194,0.4194,0.2097
Australia,VER,NOR,1,25,0.0942,0.0942,0.0471
Australia,VER,NOR,1,26,-0.5581,-0.5581,-0.2791
Australia,VER,NOR,1,27,-1.0134,-1.0134,-0.5067
Australia,VER,NOR,1,28,-0.9778,-0.9778,-0.4889
Australia,VER,NOR,1,29,-0.8190,-0.8190,-0.4095
Australia,VER,NOR,1,45,-0.3870,-0.3870,-0.1935
Australia,VER,NOR,1,46,-0.3360,-0.3360,-0.1680
Australia,VER,NOR,1,47,0.0880,0.0880,0.0440
Australia,VER,NOR,1,48,0.1100,0.1100,0.0550
Australia,VER,NOR,1,49,0.0670,0.0670,0.0335
Australia,VER,NOR,1,50,-0.0090,-0.0090,-0.0045
Australia,VER,NOR,1,51,0.6500,0.6500,0.3250
Australia,VER,NOR,1,52,1.0450,1.0450,0.5225
Australia,VER,NOR,1,53,0.6380,0.6380,0.3190
Australia,VER,NOR,1,54,0.7349,0.7349,0.3674
Australia,VER,NOR,1,55,0.4874,0.4874,0.2437
Australia,VER,NOR,3,22,1.4013,1.4013,0.3503
Australia,VER,NOR,3,23,1.0051,1.0051,0.2513
Australia,VER,NOR,3,24,0.0919,0.0919,0.0230
Australia,VER,NOR,3,25,-0.8337,-0.8337,-0.2084
Australia,VER,NOR,3,26,-1.5952,-1.5952,-0.3988
Australia,VER,NOR,3,27,-1.9639,-1.9639,-0.4910
Australia,VER,NOR,3,45,-0.2990,-0.2990,-0.0747
Australia,VER,NOR,3,46,-0.2260,-0.2260,-0.0565
Australia,VER,NOR,3,47,0.1550,0.1550,0.0387
Australia,VER,NOR,3,48,0.1010,0.1010,0.0253
Australia,VER,NOR,3,49,0.7170,0.7170,0.1793
Australia,VER,NOR,3,50,1.0360,1.0360,0.2590
Australia,VER,NOR,3,51,1.2880,1.2880,0.3220
Australia,VER,NOR,3,52,1.6550,1.6550,0.4138
Australia,VER,NOR,3,53,0.9570,0.9570,0.2392
Australia,VER,NOR,5,22,1.3320,1.3320,0.2220
Australia,VER,NOR,5,23,0.3217,0.3217,0.0536
Australia,VER,NOR,5,24,-0.7147,-0.7147,-0.1191
Australia,VER,NOR,5,25,-1.6985,-1.6985,-0.2831
Australia,VER,NOR,5,45,-0.2320,-0.2320,-0.0387
Australia,VER,NOR,5,46,-0.2350,-0.2350,-0.0392
Australia,VER,NOR,5,47,0.8050,0.8050,0.1342
Australia,VER,NOR,5,48,1.1460,1.1460,0.1910
Australia,VER,NOR,5,49,1.3550,1.3550,0.2258
Australia,VER,NOR,5,50,1.6460,1.6460,0.2743
Australia,VER,NOR,5,51,1.6070,1.6070,0.2678
Austria,ALB,COL,1,30,0.8600,0.8600,0.4300
Austria,ALB,COL,3,30,0.5809,0.5809,0.1452
Austria,ALB,OCO,1,27,0.7280,0.7280,0.3640
Austria,ALB,OCO,1,28,1.1832,1.1832,0.5916
Austria,ALB,SAI,1,4,0.5175,0.5175,0.2588
Austria,ALB,SAI,1,5,0.0993,0.0993,0.0496
Austria,ALB,SAI,1,6,-0.2245,-0.2245,-0.1123
Austria,ALB,SAI,1,7,0.1645,0.1645,0.0822
Austria,ALB,SAI,1,8,-0.5725,-0.5725,-0.2863
Austria,ALB,SAI,1,9,-0.3593,-0.3593,-0.1796
Austria,ALB,SAI,3,4,0.4020,0.4020,0.1005
Austria,ALB,SAI,3,5,0.4225,0.4225,0.1056
Austria,ALB,SAI,3,6,-0.4630,-0.4630,-0.1158
Austria,ALB,SAI,3,7,-0.1130,-0.1130,-0.0283
Austria,ALB,SAI,5,4,0.2725,0.2725,0.0454
Austria,ALB,SAI,5,5,0.3038,0.3038,0.0506
Austria,ALO,COL,1,10,-0.9280,-0.9280,-0.4640
Austria,ALO,COL,1,11,-0.4260,-0.4260,-0.2130
Austria,ALO,COL,1,12,-0.9500,-0.9500,-0.4750
Austria,ALO,COL,1,13,-1.0570,-1.0570,-0.5285
Austria,ALO,COL,1,14,0.4970,0.4970,0.2485
Austria,ALO,COL,1,15,2.0868,2.0868,1.0434
Austria,ALO,COL,1,4,-1.4385,-1.4385,-0.7193
Austria,ALO,COL,1,5,0.6070,0.6070,0.3035
Austria,ALO,COL,1,6,0.2785,0.2785,0.1392
Austria,ALO,COL,1,7,-0.6383,-0.6383,-0.3191
Austria,ALO,COL,1,8,-0.7940,-0.7940,-0.3970
Austria,ALO,COL,1,9,-0.8275,-0.8275,-0.4138
Austria,ALO,COL,3,10,-2.0780,-2.0780,-0.5195
Austria,ALO,COL,3,11,-1.4660,-1.4660,-0.3665
Austria,ALO,COL,3,12,-0.3220,-0.3220,-0.0805
Austria,ALO,COL,3,13,0.8110,0.8110,0.2027
Austria,ALO,COL,3,4,-1.8130,-1.8130,-0.4533
Austria,ALO,COL,3,5,0.1610,0.1610,0.0402
Austria,ALO,COL,3,6,-0.4310,-0.4310,-0.1078
Austria,ALO,COL,3,7,-1.5805,-1.5805,-0.3951
Austria,ALO,COL,3,8,-1.9350,-1.9350,-0.4838
Austria,ALO,COL,3,9,-1.4600,-1.4600,-0.3650
Austria,ALO,COL,5,10,-1.6500,-1.6500,-0.2750
Austria,ALO,COL,5,11,0.4190,0.4190,0.0698
Austria,ALO,COL,5,4,-3.1755,-3.1755,-0.5293
Austria,ALO,COL,5,5,-0.5890,-0.5890,-0.0982
Austria,ALO,COL,5,6,-1.4876,-1.4876,-0.2479
Austria,ALO,COL,5,7,-2.3278,-2.3278,-0.3880
Austria,ALO,COL,5,8,-3.2980,-3.2980,-0.5497
Austria,ALO,COL,5,9,-2.7065,-2.7065,-0.4511
Austria,ALO,GAS,1,17,1.3316,1.3316,0.6658
Austria,ALO,GAS,1,18,1.6178,1.6178,0.8089
Austria,ALO,GAS,1,19,1.5075,1.5075,0.7538
Austria,ALO,GAS,3,17,3.3602,3.3602,0.8400
Austria,ANT,LEC,1,29,-1.8140,-1.8140,-0.9070
Austria,ANT,LEC,1,4,-0.2590,-0.2590,-0.1295
Austria,ANT,LEC,1,5,-1.3130,-1.3130,-0.6565
